,Title,text,name,source,uncertain,skills
2326,Senior Software Development Manager - Infrastructure Engineering,"· ELM· Experience building complex software systems that have been successfully delivered to customers· Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations· Ability to take a project from scoping requirements through actual launch of the project· Experience in communicating with users, other technical teams, and management to collect requirements, describe software product features, and technical designs.· Proficiency using modern web development technologies and techniques, including HTML5, CSS, JavaScript, etc.· Proficiency using Angular.js and/or React· Passion for building a rich and innovative user experience· Demonstrable track record as an owner: someone who can take a concept and make it real.",PREFERRED QUALIFICATIONS,amazon,,
1431,Senior Software Development Engineer - EC2 Spot,"· Experience with scripting languages, preferably RUBY or Python· Experience with the Linux operating system environment· Knowledge of system performance and operational readiness monitoring· Excellent written communication skills and verbal agility",PREFERRED QUALIFICATIONS,amazon,,
1281,Senior Audio Firmware Engineer,"· Master’s degree· Experience developing on audio DSPs· Understanding of embedded development constraints· Data analysis and debugging skills· Strong communication and interpersonal skills· RTOS on embedded ARM processors· JTAG experience· System Profiling tools experience· Strong debugging/trouble-shooting skills of embedded systems· Expertise with Linux kernel and application software development· Experience with real time debugging tools (software and hardware)· Knowledge in serial interface protocols like I2C, SPI and I2S.Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation",PREFERRED QUALIFICATIONS,amazon,,
1085,"Software Development Engineer, Promotions Platform","• Experience building complex software systems that have been successfully delivered to customers• Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations• Ability to take a project from scoping requirements through actual launch of the project• Experience in communicating with users, other technical teams, and management to collect requirements, describe software product features, and technical designs.Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation",PREFERRED QUALIFICATIONS,amazon,,
2188,Quality Assurance Engineer III,"· Creating and maintaining automated tests frameworks· Advanced SQL or database internals experience· Understanding of overall system architecture, scalability, reliability, and performance in a database environment· Experience with large-scale data analytics and data warehousing· Masters or PhD in Computer Science",PREFERRED QUALIFICATIONS,amazon,,
3075,Software Dev Engineer - AWS New Initiative,"· Masters degree in computer science or engineering· Experience developing highly scalable distributed systems· Demonstrated ability to achieve stretch goals in a highly innovative and fast paced environment· Experience in applying open-source technologies.· Experience in both front end (e.g. HTML/JS/CSS) and backend technologies (Java, Ruby on Rails, AWS services)· Experience with agile software development methodologies like Scrum.· Experience with rapid prototyping and evaluation of customer applications.· Strong written and verbal communication skills, excellent technical communication with peers and non-technical cohorts· A strong track record of project delivery for large, cross-functional, projects.",PREFERRED QUALIFICATIONS,amazon,,
777,Senior Developer Deep Learning Service,#NAME?,PREFERRED QUALIFICATIONS,amazon,,
1506,"Software Development Manager, Amazon FreeRTOS","· Strong customer focus, ownership, urgency and drive· Experience in one or more specific IoT / embedded / M2M industry (i.e. home automation, business automation, health, asset tracking, smart utilities, etc.)· Experience with embedded or real-time operating systems, and/or driver/kernel development· A leadership position in a team delivering and operating embedded device or platform software· Experience programming applications backed by AWS services",PREFERRED QUALIFICATIONS,amazon,,
401,Web Development Engineer - Elastic Beanstalk,"· Proven web design skills.· Knowledge of fundamentals of web server frameworks and design patterns such as MVC.· Prior experience with Angular JS.· Experience with the Jasmine unit testing framework.· Success in dealing with ambiguous or undefined problems and thinking abstractly.· Strong desire to build best in class web applications, the desire to take ownership of features, and the propensity to drive and see those features to completion and release.· Excellent written and verbal communication skills.",PREFERRED QUALIFICATIONS,amazon,,
1674,Software Development Engineer - Deep Learning Infrastructure AWS AI,· 5+ years of experience in commercial software development experience.· Familiar with Python or programing languages used in Machine Learning.· Experience with Machine Learning or Deep Learning frameworks and applications.· Experience contributing to open-source projects.Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation,PREFERRED QUALIFICATIONS,amazon,,
2036,"Sr. Manager, Software Development - AWS Credential & Secrets Management ",· Experience managing service-oriented software systems· Passionate about delivering the right things for your customers at very high quality· Proven track record building high-performing software development teams· Experience with Agile software development methodologies· Practical experience with software engineering best practices· Experience with AWS technologies,PREFERRED QUALIFICATIONS,amazon,,
1146,AWS Security Software Development Manager,"· Master’s degree in Computer Science, Computer Engineering or related technical discipline· Solid software development background including design patterns, data structures, test driven development· Knowledge of Unix/Linux, C++, Ruby or Java, OO and Service Oriented Architecture· Demonstrated technical leadership of both people and projects· 5+ years of experience as a software development manager building and leading strong engineering teams· A passion for people management and mentorship· Track record of developing engineers through various career stages and building high-performance teams.· A deep understanding of the software development lifecycle, and a track record of shipping software on time· Experience designing software architectures for scalability, reliability and performance· Project management experience with agile development methodology* Please email AWS Recruiter, Pedro Garcia garciaws@amazon.com if you have questions.*For more information on Amazon Web Services please visit: http://aws.amazon.com/",PREFERRED QUALIFICATIONS,amazon,,
1332,"Sr. Manager Software Development, Picking & Orchestration Platform, Fulfillment Technology",· Master's degree in Computer Science or a related technical discipline· Agile software development methodologies· Experience with large scale systems· Strong business and technical vision,PREFERRED QUALIFICATIONS,amazon,,
2197,Software Development Engineer Test I,"A Bachelor's or Master's degree in Computer Science and 4+ years’ experience in testing or development is desired- Programming experience with Java, C++ and/or Perl is required for this position- Experience with functional, performance and stress testing for both web applications and back end services- Experience developing automation tools and frameworks is a big plus- Strong problem solving and trouble shooting skills.- Experience building test automation framework, test tools and test strategies for complex systems.- Experience developing high quality test strategies and test plans.- Experience with DHTML/XML and JavaScript a plus- Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations- Experience developing in a Linux environment- Experience with web services and databases.- Experience in communicating with users, other technical teams, and management to collect requirements, describe software product features, and technical designs",PREFERRED QUALIFICATIONS,amazon,,
2975,Support Engineer - Ordering Platform ,#NAME?,PREFERRED QUALIFICATIONS,amazon,,
397,"System Development Engineer, AWS Network Engineering","· Deep understanding of data structures, algorithms, and relational databases· Strong Distributed Systems knowledge· Strong Build Systems and processes knowledge· Bias for automation and orchestration of processes· Exposure to standard network protocols preferred but not critical (Ethernet, ARP, IP, ICMP, UDP, TCP, SNMP, SSL, DNS, HTTP, etc.)· Strong IP networking fundamentals and experience with the application of IP protocols· Understand how commodity servers, operating systems and network devices function, perform and scale· Networking protocols: A basic understanding of the TCP/IP Networking Stack (L1-L4) is desirable.· Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations· You're familiar with AWS technologies from a customer perspective",PREFERRED QUALIFICATIONS,amazon,,
2918,Physical Design Engineer,"· Experience in integrating IP from both internal and external vendors and be able to specify and drive IP requirements in the physical domain· Ability to plan, execute, course correct and optimize blocks and SoC level implementations",PREFERRED QUALIFICATIONS,amazon,,
2219,Software Development Manager - Alexa Voice Service,"· Have a hands-on knowledge of Java or C/C++, and mainstream cloud computing technologies.· Deep architectural expertise in the design of large-scale, highly available, low latency, distributed systems and software.· Experience with developing rich user interfaces and elegant user experiences.· Experience with client-side application technologies (e.g. React Native)· Excellent verbal and written English communication skills· Master's/Doctorate degree in Computer Science or a related field· Excellence in technical communication with peers and non-technical cohorts· Project planning/execution skills including estimating, scheduling, and executing on committed schedules· Sharp analytical abilities and design skills.· Strong written and verbal communication skills.· Strong Operational Excellence skills.· Demonstrated leadership and mentoring skills, with the ability to drive operational excellence and best practices within a larger engineering community that is working on complex technical problems.Amazon is an Equal Opportunity-Affirmative Action Employer- Female/Minority/Disability/Veteran/Gender Identity/Sexual Orientation",PREFERRED QUALIFICATIONS,amazon,,
2486,Senior Software Architect - AMAZON ALEXA IoT in Kendall Square - alexabostonjobs@amazon.com,"· MS or PhD in Computer Science or similar· Experience taking a leading role in building complex software systems that have been successfully delivered to customers with other engineers working under your guidance· Mastery of the tools of the trade, including a variety of modern programming languages (Java, JavaScript, C, C++, Objective C, Python, Ruby on Rails, C)· Experience developing cloud software services and an understanding of design for scalability, performance and reliability.· Development experience defining, developing and maintaining REST based interfaces· Experience with distributed computing and enterprise-wide systems· Experience in communicating with users, other technical teams, and senior management to collect requirements, describe software product features, technical designs, and product strategy· Experience mentoring junior software engineers to improve their skills, and making them more effective software engineers· Experience influencing software engineering best practices within your team· Excellence in technical communication with peers and non-technical cohorts.· Strong sense of ownership, urgency, and driveFor more info on the Amazon Alexa Machine Learning Platform Team please view: https://www.amazon.jobs/alexa-machine-learningAmazon was founded by Jeff Bezos in 1994 and is the world’s largest internet based company in the world by total sales and market capitalization. Amazon is a company of builders and we strive to invent products and services which benefit our customers.A brief sample of our innovations would include:Amazon Alexa (Echo) is a new category of device designed around your voice. Our mission is to push the envelope in Automatic Speech Recognition (ASR), Natural Language Understanding (NLU), and Audio Signal Processing, in order to provide the best-possible experience for our customersAmazon Kindle E-Reader is part of the Devices team which also includes Fire TV, Fire Tablets, and Amazon DashAmazon Audible is the world’s largest seller and producer of spoken audio entertainment, information and educational programming. Machine learning, speech recognition and data mining techniques are utilized to create scalable solutions for business problemsAmazon Web Services (AWS) offers a robust, fully featured technology infrastructure platform in the cloud comprised of a broad set of compute, storage, database, analytics, application, and deployment services.Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual OrientationTags: Amazon, Amazon Alexa Echo, IoT, Internet of Things, Java, Java, Java, C++, C++, C, cloud, cloud, machine learning, machine learning, ML, speech recognition, speech recognition, big data, big data, computer vision, CV, NLU, natural language understanding, automatic speech recognition, ASR, AWS, Amazon Web Services, large scale distributed file systems, Boston jobs at Amazon, Boston Massachusetts, Cambridge, Massachusetts, 02142, Java Developer, Software Architect, Principal Engineer, Senior Software Development Engineer, Senior Software Engineer, Principal Software Engineer, MTS",PREFERRED QUALIFICATIONS,amazon,,
2554,Programmer/Analyst I,B.Tech in Computer Science or a related field.- 3+ years overall development/technical support experience.- Strong object oriented development knowledge in C++ and/or Java.- Knowledge of the UNIX/Linux operating system.- Proven ability to troubleshoot and identify the root cause of issues.- Demonstrates skill and passion for operational excellence.- documentation skills,PREFERRED QUALIFICATIONS,amazon,,
3339,Sr. Technical Program Manager - Kindle Education,"· Strong technical skills: you are an expert in Java, C++ or Objective C. You possess expertise in several following technologies: Linux, iOS, Android, Windows, HTML, AJAX, JavaScript, CSS, Web services, distributed systems, open source frameworks.· Software Development Best Practice Advocate: you are familiar with and willing to influence the team to follow the best professional software engineering practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, continuous deployment, testing, and operations. Experience in Agile development and working closely with designers and product managers.· Results Driven: you have a track record of rapid and iterative product development for large-scale distributed system.· Customer Obsession: you have a genuine passion for the team’s mission and purpose.",PREFERRED QUALIFICATIONS,amazon,,
1984,Software Developer,"· Master’s degree in computer science, Math or Physics or related field· Experience building complex software systems that have been successfully delivered to customers· A high degree of pragmatism in building the simplest thing that does the job; we want to use technology to solve real-world problems expediently, not indulge in over-designed, unnecessarily intricate software architecture.· A willingness to dive deep, experiment rapidly and get things done.· A good understanding of SDLC models and a track record of shipping software efficiently. You recognize the difference between building software and shipping software.· Exceptional customer relationship skills including the ability to discover the true requirements underlying feature requests, recommend alternative technical and business approaches, and lead engineering efforts to meet aggressive timelines with optimal solutions.· A strong track record of project delivery for large, cross-functional, projects· Deep hands-on technical expertise, excellent verbal and written communication skills· Sharp analytical abilities and proven design skillsAmazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation",PREFERRED QUALIFICATIONS,amazon,,
670,"Software Development Engineer, Search Customer Experience","· Candidates must be innovative, creative, flexible and self-motivated, with the ability to design and write high-performance, reliable, and maintainable code· Successful candidates will have a strong background in an object-oriented language such as Java and experience building large scale web applications· Strong desire to improve our customer's search experience a must· Experience with Scrum or Agile development a plus· Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations· Ability to take a project from scoping requirements through actual launch of the project· Experience in communicating with users, other technical teams, and management to collect requirements, describe software product features, and technical designs",PREFERRED QUALIFICATIONS,amazon,,
102,Software Development Engineer - Paid Search,· Scalable web application development and experience using NoSQL databases like Dynamo DB.· Large scale distributed systems on Unix type platforms· MapReduce or similar large scale distributed systems using AWS· Statistics and Data Mining· Fast thinker with a good grasp of business and technology and foresight to apply technology to solve business problems,PREFERRED QUALIFICATIONS,amazon,,
518,"Software Development Engineer, Search Services","· Master’s Degree or PhD in Computer Science· Experience using Amazon Web Services (EC2, S3, EBS, ELB, RDS, etc.)· Experience with Apache Solr or Elasticsearch· Have a persistent focus on customer experience and satisfaction",PREFERRED QUALIFICATIONS,amazon,,
767,Senior DevOps Engineer - AWS OpsWorks for Chef Automate - Berlin,"Preferred Qualifications· Be highly innovative, flexible and self-directed· Deep experience integrating software solutions, automating manual processes· Ability to take a project from scoping requirements through launch and operations of the project· Strong understanding of system and application performance characteristics",PREFERRED QUALIFICATIONS,amazon,,
2981,"Senior Software Development Engineer, Alexa Skill Engineering","· Demonstrated serial success in team building and technical management· Expertise in a variety of programming languages and open-source technologies· Understanding of designing cloud services for scalability, performance and reliability· Direct experience defining, developing and maintaining REST based interfaces· Proven engineering leadership in driving operational excellence and best practices· Ability to achieve stretch goals in a highly innovative and fast paced environment· Track record of project delivery for sizable cross-functional projects· Ability to communicate well with executives and non-technical leaders· Exceptional customer impact awareness, appreciation and support focusAmazon.com, Inc. is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.Amazon Press:How Jeff Bezos built a business through experimentationAmazon ranked #1 in the 2016 MIT Technology Review 50 Smartest CompaniesAmazon ranked #1 in Fast Company’s Most Innovative Companies of 2017Amazon ranked #1 in the The Harris Poll 2017 Corporate Reputation Quotient",PREFERRED QUALIFICATIONS,amazon,,
10,Software Development Engineer – Alexa Machine Learning Platform,"· Experience developing cloud software services and an understanding of design for scalability, performance and reliability.· Development experience defining, developing and maintaining REST based interfaces.· Excellence in technical communication with peers and non-technical cohorts.· Sharp analytical abilities and proven design skills.· Strong sense of ownership, urgency, and drive.· Demonstrated leadership abilities in an engineering environment in driving operational excellence and best practices.· Demonstrated ability to achieve stretch goals in a highly innovative and fast paced environment.Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation",PREFERRED QUALIFICATIONS,amazon,,
362,Software Development Manager - AWS Infrastructure,#NAME?,PREFERRED QUALIFICATIONS,amazon,,
2983,"Alexa Machine Learning Team - Senior Software Development Engineer (Spark) - Cambridge, MA","· Mastery in one or more of the following languages and frameworks: Python/Spark/Tensorflow/Keras/AWS.· Highly proficient in Linux/Unix & bash scripting, build systems, CI/CD.· Experience with design for scalability, performance, and reliability in a cloud environment.· Demonstrated leadership abilities in an engineering environment in driving operational excellence and best practices.· Excellence in technical communication with peers and non-technical cohorts.· Demonstrated ability to achieve stretch goals in a highly innovative and fast-paced environment.· Contributions to open source projects.Professional traits that are not unique to this position, but are necessary for Amazon leaders:· Exhibits excellent judgment· Hires and develops great people· Holds relentlessly high standards (is never satisfied with the status quo)· Demonstrates the ability to dive deep and is never out of touch with the details of the business· Expects and requires innovation of her/his team· Shows passion and convictions and the innate ability to inspire passion in others· Biases towards delivering results· Thinks bigAmazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation",PREFERRED QUALIFICATIONS,amazon,,
600,SDM Robot Detection,#NAME?,PREFERRED QUALIFICATIONS,amazon,,
1298,Software Development Engineer - AWS S3 - CX,"· 5+ years of professional software development experience· Experience with Amazon EC2, S3, or similar elastic computing and storage facilities· Deep understanding of scalable computing systems, software architecture, data structures and algorithms· Proven track record of designing, building and delivering high quality software on time· Possess a passion for technical leadership and mentoring· Possess strong verbal and written communication skills· Experience in Agile/SCRUM enterprise-scale software development· Strong desire to build, sense of ownership, urgency, and drive.· Possess strong analytical skills, with excellent problem solving abilities in the face of ambiguity",PREFERRED QUALIFICATIONS,amazon,,
702,Software Development Manager - Computer Vision,· Experience in machine learning and/or image processing· Strong business and technical vision· Deep hands-on technical expertise,PREFERRED QUALIFICATIONS,amazon,,
788,Software Development Engineer - Amazon Go,"· Experience with AWS cloud services (DynamoDB, S3, SQS, SNS, etc.)· Evidence of working with existing systems; curious and able to learn new codebases· Able to deliver results in a cross-functional team, making high-quality contributions to other systems and libraries· Experience creating extensible, well abstracted designs and driving consensus with other engineers· Ability to drive tasks to completion and take ownership of projects",PREFERRED QUALIFICATIONS,amazon,,
884,Software Dev Engineer - Alexa Language Technologies,· A basic understanding of Machine Learning concepts.· Excellence in technical communication with peers and non-technical cohorts.Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation,PREFERRED QUALIFICATIONS,amazon,,
312,"Manager, Software Development - Amazon API","· Expertise in leading the delivery of large-scale services for complex business offerings· Expert knowledge and deep experience in at least one of the following major technical areas: RESTful services, high throughput services, data modeling, caching, engineering for availability, distributed systems, or managing frameworks used by thousands of engineers.· Experience with Agile Development Teams, Middleware, and complex systems analysis· Ability to scale up the effectiveness of a larger technical organization through mentoring and training.· Passion for customer/user experience",PREFERRED QUALIFICATIONS,amazon,,
2416,Sr. Software Development Engineer - People Technology,"· 8+ years of software development experience building complex software systems that have been successfully delivered to customers· Experience with large scale distributed systems· Ability to take a project from scoping requirements through actual launch of the project· Ability to deal well with ambiguous/undefined problems; ability to think abstractly.· Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations· Experience communicating with users and collaborating with other technical teams, and senior management to collect requirements, describe software product features, technical designs, and product strategy· Hands-on expertise in many disparate technologies, typically ranging from front-end user interfaces through to back-end systems and all points in between· Experience with Agile software developmentAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation",PREFERRED QUALIFICATIONS,amazon,,
130,Sr. Software Development Engineer - Search Ranking,"· Strong working knowledge of web-scale data processing (e.g., Hadoop, Pig, Spark, Cosmos).· Strong understanding of algorithms, data structures, and software design.· Proven ability to write rock solid production code that runs at scale.· Broad understanding of unsupervised and supervised learning methods.· Knowledge of information retrieval theory and practice.· Ability to communicate well and discuss complex topics with both technical and business audiences.· Ability to deal well with ambiguous and undefined problems.· Results-oriented with a strong customer focus.· Able to work independently with little direct supervision and take initiative, but also a co-operative team player.· Strong analytical problem solving and decision making skills.",PREFERRED QUALIFICATIONS,amazon,,
1288,Software Development Engineer - AWS DynamoDB ,MS or PhD preferred· Experience building distributed systems.· Experience driving a complex project from start to end.,PREFERRED QUALIFICATIONS,amazon,,
1916,Senior Software Development Engineer - AWS IoT Platform,"· Prior experience with high throughput cloud services· Deep experience with one or more of domain specific languages, search, linked data and storage engines.· Master's degree in Computer Science or equivalent & 3+ years of hands on experience in software development.",PREFERRED QUALIFICATIONS,amazon,,
1917,SDE II,· Nice to have qualifications:  · Experience in building software based on SOA architecture  · Development in cloud environment.,PREFERRED QUALIFICATIONS,amazon,,
1470,Software Development Engineer - iOS/Android - Amazon Photos,"· Track record of delivering high quality iOS software that customers love.· Deep working experience with modern desktop program languages: C#/.NET, Objective C, Swift, Java· Working knowledge of interprocess communication protocols and techniques.· Experience integrating against REST and RPC based web services· Strong object oriented design and working knowledge of data structure and algorithms.· Experience optimizing app for performance in memory and battery.· Understanding of iOS and Android development and best practices· Working knowledge of common Internet technologies (e.g. HTTP, HTML, JavaScript, AJAX)",PREFERRED QUALIFICATIONS,amazon,,
3383,Firmware Engineer,"· Wireless consumer electronic device experience· Factory experience· Software development: Linux drivers, firmware, IDE (ex: Eclipse, Visual Studio)· Master’s degree· Understand functionality of the system to provide better hardware abstraction layerLab126 is part of the Amazon.com, Inc. group of companies and is an Equal Opportunity-Affirmative Action Employer-Minority/Female/Disability/Veteran/Gender Identity/Sexual Orientation",PREFERRED QUALIFICATIONS,amazon,,
1924,"AMAZON ALEXA - Senior Software Development Engineer on Machine Learning Team - Boston, MA","· Advanced degree (MS, PhD)· Strong sense of ownership, customer obsession, and drive· Experience developing machine learning software and an understanding of design for scalability, performance and reliabilityProfessional traits that are not unique to this position, but are necessary for Amazon leaders:· Exhibits excellent judgment· Hires and develops great people· Holds relentlessly high standards (is never satisfied with the status quo)· Demonstrates the ability to dive deep and is never out of touch with the details of the business· Expects and requires innovation of her/his team· Shows passion and convictions and the innate ability to inspire passion in others· Biases towards delivering results· Thinks bigAmazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual OrientationTags: Amazon, Amazon Alexa Echo, IoT, Internet of Things, Java, Java, Java, C++, C++, C, cloud, cloud, machine learning, machine learning, speech recognition, speech recognition, distributed systems, big data, big data, computer vision, CV, NLU, natural language understanding, automatic speech recognition, ASR, AWS, Amazon Web Services, large scale distributed systems, Boston jobs at Amazon, Boston Massachusetts, Cambridge, Massachusetts, 02142, senior software development engineer, senior software engineer, principal software engineer, MTS",PREFERRED QUALIFICATIONS,amazon,,
1709,System Verification Engineer ,"Experience / Knowledge - an advantage· Experience with portable stimulus , and tools such as Perspec/Trek/Xgen/Maestro/café· Experience in system level testing· Experience in SW/HW verification· Knowledge in PCIe, Processors, Ethernet, DDR· Knowledge on Computer architecture, CPUs, Operating Systems",PREFERRED QUALIFICATIONS,amazon,,
3176,Software Engineer - Alexa Identity,"· Experience developing cloud software services and an understanding of design for scalability, performance and reliability.· Experience defining system architectures and exploring technical feasibility tradeoffs.· Experience developing cloud software services and an understanding of design for scalability, performance and reliability.· The ability to take raw product requirements and develop software architectures and designs to bring them to life.· Development experience defining, developing and maintaining REST based interfaces· Mastery of the tools of the trade, including a variety of modern programming languages (Java, JavaScript, C/C++, Objective C, Python) and open-source technologies (Linux, SQLite, OpenGL, Spring, Hibernate)· Excellence in technical communication with peers and non-technical cohorts· Demonstrated ability to mentor other software developers to maintain architectural vision and software quality· Development experience defining, developing and maintaining REST based interfaces· Excellence in technical communication with peers and non-technical cohorts· Demonstrated ability to mentor other software developers to maintain architectural vision and software qualityAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation",PREFERRED QUALIFICATIONS,amazon,,
1948,"Sr. Software Development Engineer, Alexa Entertainment","· Experience developing cloud software services and an understanding of design for scalability, performance and reliability.· Development experience defining, developing and maintaining REST based interfaces· Excellence in technical communication with peers and non-technical cohorts· Demonstrated ability to mentor other software developers to maintain architectural vision and software qualityAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation",PREFERRED QUALIFICATIONS,amazon,,
1225,Senior Software Development Engineer – Internet of Things (IoT),· Experience building large-scale web services· Experience leading projects with other engineers and delivering complex technical products or services· Knowledge of system performance and operational readiness monitoring,PREFERRED QUALIFICATIONS,amazon,,
742,"Support Engineer, Amazon Alexa (Cloud Services)","- Proven ability to troubleshoot and identify the root cause of issues.- Demonstrated skill and passion for operational excellence.- Experience in a 24/7 production environment is a plus.- Ability to retain composure under stressful conditions, communicates effectively with a wide array of individuals and gets the right things done.- Prior experience with UNIX system administration is a plus.- Knowledge of Java based technologiesLab126 is part of the Amazon.com, Inc. group of companies and is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.",PREFERRED QUALIFICATIONS,amazon,,
832,Senior Web Development Engineer,"· Experience taking a leading role in building complex Web based software systems that have been successfully delivered to customers· Knowledge of professional web development best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations· Experience in communicating with users, other technical teams, and senior management to collect requirements, describe software product features, technical designs, and product strategy· Experience mentoring junior software engineers to improve their skills, and make them more effective, product software engineers· Hands-on expertise in many UI technologies, ranging from front-end user interfaces through to middle tier software development.· Experience integrating with SOA and microservices",PREFERRED QUALIFICATIONS,amazon,,
